"LANGUAGE","NAME","VERSION","LICENSES","COPYRIGHTS","URL"
"nodejs","magic-string","0.25.9","MIT","Copyright 2018 Rich Harris","https://www.npmjs.com/package/magic-string"
"nodejs","mime-db","1.52.0","MIT","Copyright (c) 2014 Jonathan Ong <me@jongleberry.com>Copyright (c) 2015-2022 Douglas Christopher Wilson <doug@somethingdoug.com>","https://www.npmjs.com/package/mime-db"
"nodejs","mime-types","2.1.35","MIT","Copyright (c) 2014 Jonathan Ong <me@jongleberry.com>Copyright (c) 2015 Douglas Christopher Wilson <doug@somethingdoug.com>","https://www.npmjs.com/package/mime-types"
"nodejs","nanoid","3.3.6","MIT","Copyright 2017 Andrey Sitnik <andrey@sitnik.ru>","https://www.npmjs.com/package/nanoid"
"nodejs","normalize-path","3.0.0","MIT","Copyright (c) 2014-2018, Jon Schlinkert.","https://www.npmjs.com/package/normalize-path"
"nodejs","picocolors","1.0.0","ISC","Copyright (c) 2021 Alexey Raspopov, Kostiantyn Denysov, Anton Verinov","https://www.npmjs.com/package/picocolors"
"nodejs","picomatch","2.3.1","MIT","Copyright (c) 2017-present, Jon Schlinkert.","https://www.npmjs.com/package/picomatch"
"nodejs","pinia","2.0.36","MIT","Copyright (c) 2019-present Eduardo San Martin Morote","https://www.npmjs.com/package/pinia"
"nodejs","postcss","8.4.23","MIT","Copyright 2013 Andrey Sitnik <andrey@sitnik.ru>","https://www.npmjs.com/package/postcss"
"nodejs","proxy-from-env","1.1.0","MIT","Copyright (C) 2016-2018 Rob Wu <rob@robwu.nl>","https://www.npmjs.com/package/proxy-from-env"
"nodejs","readdirp","3.6.0","MIT","Copyright (c) 2012-2019 Thorsten Lorenz, Paul Miller (https://paulmillr.com)","https://www.npmjs.com/package/readdirp"
"nodejs","regenerator-runtime","0.13.11","MIT","Copyright (c) 2014-present, Facebook, Inc.","https://www.npmjs.com/package/regenerator-runtime"
"nodejs","sass","1.62.1","MIT","Copyright (c) 2016, Google Inc.","https://www.npmjs.com/package/sass"
"nodejs","source-map","0.6.1","BSD-3-Clause","Copyright (c) 2009-2011, Mozilla Foundation and contributorsAll rights reserved.","https://www.npmjs.com/package/source-map"
"nodejs","source-map-js","1.0.2","BSD-3-Clause","Copyright (c) 2009-2011, Mozilla Foundation and contributorsAll rights reserved.","https://www.npmjs.com/package/source-map-js"
"nodejs","sourcemap-codec","1.4.8","MIT","Copyright (c) 2015 Rich Harris","https://www.npmjs.com/package/sourcemap-codec"
"nodejs","stylus","--","MIT","Copyright (c) Automattic <developer.wordpress.com>","https://www.npmjs.com/package/stylus"
"nodejs","sugarss","--","MIT","Copyright 2016 Andrey Sitnik <andrey@sitnik.ru>","https://www.npmjs.com/package/sugarss"
"nodejs","terser","--","BSD-2-Clause","Copyright 2012-2018 (c) Mihai Bazon <mihai.bazon@gmail.com>","https://www.npmjs.com/package/terser"
"nodejs","to-regex-range","5.0.1","MIT","Copyright (c) 2015-present, Jon Schlinkert.","https://www.npmjs.com/package/to-regex-range"
"nodejs","typescript","--","Apache-2.0","","https://www.npmjs.com/package/typescript"
"nodejs","vue","3.2.47","MIT","Copyright (c) 2018-present, Yuxi (Evan) You","https://www.npmjs.com/package/vue"
"nodejs","vue-demi","0.13.11","MIT","Copyright (c) 2020-present, Anthony Fu","https://www.npmjs.com/package/vue-demi"
"nodejs","vue-demi","0.14.1","MIT","Copyright (c) 2020-present, Anthony Fu","https://www.npmjs.com/package/vue-demi"
"nodejs","vue-router","4.1.6","MIT","Copyright (c) 2019-present Eduardo San Martin Morote","https://www.npmjs.com/package/vue-router"
"nodejs","vuex","4.0.2","MIT","Copyright (c) 2015-2016 Evan You","https://www.npmjs.com/package/vuex"
